,Run Number,Threads,Std Dev,Size,Executions,Message Time,Exec Time,Work Time
0,1,0,1000,1000,60,19.656119346618652,18.53449320793152,10.928542137145996
1,2,0,1000,1000,60,30.906540393829346,14.67515516281128,10.521905422210693
2,3,0,1000,1000,60,20.11214780807495,15.591225147247314,10.824574708938599
