,Run Number,Threads,Std Dev,Size,Executions,Message Time,Exec Time,Work Time
0,1,0,1000,8000,90,13.556071996688843,212.5103530883789,2913.1393978595734
1,2,0,1000,8000,90,14.152767181396484,202.56538677215576,2859.1444754600525
2,3,0,1000,8000,90,13.773448944091797,206.08509230613708,2887.810830116272
3,4,0,1000,8000,90,15.03937315940857,207.4502034187317,2900.4059896469116
4,5,0,1000,8000,90,14.406816244125366,211.04903435707092,2925.222778558731
