,Run Number,Threads,Std Dev,Size,Executions,Message Time,Exec Time,Work Time
0,1,0,1000,25000,3,0.6127288341522217,221.36873483657837,453.05543065071106
1,2,0,1000,25000,3,0.43857264518737793,220.51827812194824,452.8825001716614
2,3,0,1000,25000,3,0.4219675064086914,220.34365010261536,453.17956829071045
3,4,0,1000,25000,3,0.44188642501831055,220.34193110466003,450.1719162464142
4,5,0,1000,25000,3,0.4457974433898926,220.41571187973022,455.15252804756165
